GLYCPDIESTER-PERI-MONOMER	EG10399	P09394	GlpQ	
EG12243-MONOMER	EG12243	P37639	GadX DNA-binding transcriptional dual regulator	YhiX, GadX
MONOMER0-4236	G6667	P0CE52	IS5 transposase and trans-activator	InsH-4
G6183-MONOMER	G6183	P77736	predicted transcriptional regulator with ankyrin domain	YahD
SAPC-MONOMER	G2000	P0AGH5	integral membrane protein SapC of predicted ABC transporter	
G6663-MONOMER	G6663	P76049	predicted hydrolase	YcjY
DIHYDROXYACIDDEHYDRAT-MONOMER	EG10496	P05791	IlvD	
G7109-MONOMER	G7109	P76393	conserved protein	YegI
EG10906-MONOMER	EG10906	P02359	30S ribosomal subunit protein S7	RpsG
G7557-MONOMER	G7557	Q46850	predicted hydrolase	YghY, ORF_f141, YghX_2
EG11549-MONOMER	EG11549	P29745	peptidase T	PepT
GLUTDECARBOXB-MONOMER	EG11490	P69910	glutamate decarboxylase B subunit	GadB
EG12217-MONOMER	EG12217	P37619	conserved inner membrane protein	YhhQ
MONOMER0-4214	G0-10707	G3MTW7	conserved protein	PmrR
G6163-MONOMER	G6163	P77188	<i>E. coli</i> common pilus chaperone - cryptic	EcpB, YagY, MatC, ECP chaperone
RIBULP3EPIM-MONOMER	M004	P0AG07	ribulose-5-phosphate 3-epimerase	Dod, YhfD, Rpe
G6641-MONOMER	G6641	P45736	conserved protein	YcjD
DEOXYRIBOSE-P-ALD-MONOMER	EG10221	P0A6L0		Tlr, Dra, ThyR, DeoC
G7093-MONOMER	G7093	P0AAB6	UTP:glucose-1-phosphate uridylyltransferase, low activity	YefG, WcaN, GalF
EG10885-MONOMER	EG10885	P68919	50S ribosomal subunit protein L25	RplY
G7537-MONOMER	G7537	Q46834	predicted secretion pathway protein, C-type protein	EcfA, YghF
EG11522-MONOMER	EG11522	P0AAU5	predicted inner membrane protein	YbfB
GLUCONOKINI-MONOMER	EG12152	P39208	D-gluconate kinase, thermosensitive	GntV, IdnK, gluconokinase II
EG12197-MONOMER	EG12197	P0AFY8	SeqA, negative modulator of initiation of replication	SeqA
EG12163-MONOMER	EG12163	P36929	16S rRNA m<sup>5</sup>C967 methyltransferase	YhdB, RsmB, Fmv, Fmu, RrmB, Sun
MONOMER0-2885	G0-10512	P0CB62	small predicted membrane protein	YmiA
G6147-MONOMER	G6147	P77169	CP4-6 prophage; predicted protein	YagJ
RFFTRANS-MONOMER	EG11456	P27833	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	Rff, YifI, RffA, FcnA, WecE
G6624-MONOMER	G6624	P76011	predicted inner membrane protein	Tag, YmgE
DALADALALIGA-MONOMER	EG10213	P0A6J8		DdlA
G7073-MONOMER	G7073	P39176	L,D-transpeptidase ErfK	LdtA, YzzT, YeeG, ErfK
EG10867-MONOMER	EG10867	P60723	50S ribosomal subunit protein L4	EryA, RplD
G7521-MONOMER	G7521	P64567	small protein involved in the acid stress response	YqgB
EG11500-MONOMER	EG11500	P28631	DNA polymerase III, &delta; prime subunit	HolB
GLNP-MONOMER	EG10388	P0AEQ6	glutamine ABC transporter - membrane subunit	
EG12130-MONOMER	EG12130	P0A6Z1	chaperone for [Fe-S] cluster biosynthesis	Hsc, HscA, Hsc66, chaperone, member of Hsp70 protein family
MONOMER0-2869	G0-10642	C1P621	small protein	YjeV
G6125-MONOMER	G6125	P77162	CP4-6 prophage; predicted protein	YkfB
PYRDAMPTRANS-MONOMER				
G6607-MONOMER	G6607	P75994	protein involved in biofilm formation	YmgC
CYDD-MONOMER	EG11405	P29018	glutathione / L-cysteine efflux transporter - CydD subunit	CydD, HtrD
G7054-MONOMER	G7054	P76335	predicted protein, C-ter fragment	YedS, YedS_3
EG10851-MONOMER	EG10851	P0A948		Tcp, RimJ
G7500-MONOMER	G7500	Q46814	fused predicted xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	YgfN, XdhD
EG11470-MONOMER	EG11470	P27848	phosphosugar phosphatase	YigL
GART-MONOMER	EG10799	P08179	phosphoribosylglycinamide formyltransferase 1	Ade, PurN
EG12106-MONOMER	EG12106	P36645	protein involved in plasmid replication	HopB, HofB
MONOMER0-2827	G0-10605	A5A625	hypothetical protein	YibV
G6109-MONOMER	G6109	Q47149	toxin of the YafQ-DinJ toxin-antitoxin system	YafQ
PRPPSYN-MONOMER	EG10774	P0A717		DnaR, Prs, PrsA
CODB-MONOMER	EG11327	P0AA82		CodB, CodB cytosine NCS1 transporter
G6594-MONOMER	G6594	P75979	e14 prophage; predicted protein	YmfR
G7036-MONOMER	G7036	P46887	predicted protein	YecH
EG10831-MONOMER	EG10831	P05824	protein used in recombination and DNA repair	RadB, RecN
EG11432-MONOMER	EG11432	P27238	predicted DNA-binding transcriptional regulator	YfeD
G8205-MONOMER	G8205	P33898	split glyceraldehyde 3-phosphate dehydrogenase C	GapC, GapC_1
EG12052-MONOMER	EG12052	P0ABM9	holocytochrome <I>c</I> synthetase - thiol:disulfide oxidoreductase CcmH	YejP, cytochrome <I>c</I> biogenesis protein CcmH, CcmH
G6086-MONOMER	G6086	P0CF07	IS1 protein InsA	InsA-1
PPX-MONOMER	EG11403	P0AFL6	exopolyphosphatase	Ppx
CHEZ-MONOMER	EG10151	P0A9H9	CheZ	chemotaxis protein CheZ
YPHD-MONOMER	G7340	P77315	putative transport protein, ABC superfamily - membrane component	YphD
G6577-MONOMER	G6577	P75960	protein-lysine deacetylase and desuccinylase	YcfY, CobB
G7014-MONOMER	G7014	P0AA57	conserved protein	YobA
EG10778-MONOMER	EG10778	P0AFN2	PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair	PspC, phage shock protein
EG11400-MONOMER	EG11400	P0AFV2	inner membrane protein YhiD	YhhE, YhiD
G7470-MONOMER	G7470	Q46786	predicted protein	YgeF
G7940-MONOMER	G7940	P39394	toxin-like protein of the SOS response	SosC, DinL, YjiW, SymE
EG12025-MONOMER	EG12025	P0AFY2	vancomycin sensitivity	YeiF, SanA
MONOMER0-2755	G0-10535		InsAB' transposase	
FUMA-MONOMER	EG10356	P0AC33	fumarase A monomer	FumA
PNTA-MONOMER	EG10744	P07001	pyridine nucleotide transhydrogenase, &alpha; subunit	PntA
CCMA-MONOMER	EG12059	P33931	ABC complex for formation and release of holoCcmE - ATP binding subunit	YejW
YJGT-MONOMER	EG12539	P39344	L-idonate / 5-ketogluconate / gluconate transporter IdnT	YjgT, GntW, IdnT
G6555-MONOMER	G6555	P64442	small protein involved in biofilm formation and acid stress response	YceO
G6997-MONOMER	G6997	P0AEC0	predicted inner membrane protein	BorG, YoaE
EG10739-MONOMER	EG10739	P07000	lysophospholipase L2	PldB
EG11376-MONOMER	EG11376	P26648	cell division protein required during stress conditions	Sui, SufI, FtsP
G7453-MONOMER	G7453	P65292	putative lipoprotein	YgdI
G7923-MONOMER	G7923	P39375	inhibitor of &sigma;<sup>S</sup> proteolysis	YjiD, IraD
EG12003-MONOMER	EG12003	P33353	predicted protein	YehQ
MONOMER0-2685	G0-10463	Q2EET2	predicted protein	YpfN
FRUCTBISALD-CLASSII-MONOMER	EG10282	P0AB71	fructose bisphosphate aldolase monomer	Fda, Ald, FbaA, Fba
PHOR-MONOMER	EG10733	P08400	PhoR	NmpB
BTUC-MONOMER	EG10127	P06609	vitamin B<sub>12</sub> ABC transporter - membrane subunit	
G6535-MONOMER	G6535	Q7DFV4	predicted protein	YmdE
YJCE-MONOMER	EG11940	P32703	putative transport protein, monovalent cation:proton antiporter-1 family	YjcE
G6980-MONOMER	G6980	P76245	diguanylate cyclase	DgcP, YeaP
EG10697-MONOMER	EG10697	P15034	PepP	
EG11346-MONOMER	EG11346	P0A8T5	flagellar basal-body protein FliE	Fla, FlaN, FliE
G7432-MONOMER	G7432	Q46904	predicted oxidoreductase with FAD/NAD(P)-binding domain	YgcN
G7907-MONOMER	G7907	Q47719	KpLE2 phage-like element; predicted protein	YjhV
EG11977-MONOMER	EG11977	P33135	flagellar biosynthesis protein FliR	FlaP, FliR
MONOMER0-2667	G0-10445	P77481	predicted protein	YmjB
FLGI-FLAGELLAR-P-RING	G365	P0A6S3	flagellar P-ring protein FlgI	FlaM, FlgI
PGLYCEROLTRANSI-MONOMER	EG12591	P39401	phosphoglycerol transferase I	OpgB, YjjO, MdoB
B3659-MONOMER	EG11687	P31436	inner membrane protein SetC - putative arabinose efflux protein	SetC, YicK, YicK MFS Transporter
MONOMER0-2663	G0-10441	P56100	cytochrome <i>bd</i>-I terminal oxidase - CydX subunit	YbgT
FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN	G362	P75938	flagellar basal-body rod protein FlgF	FlaX, FlgF
PGLUCISOM	EG10702	P0A6T1		Pgi
B2789-MONOMER	G7447	Q46916	galactarate / glucarate / glycerate transporter GudP	GudP, GudT, YgcZ
G6509-MONOMER	G6509	P57998	IS1 protein InsB	InsB-4
YHIH-MONOMER	EG12223	P37624	ribosome-associated ATPase	YhiG, RbbA, YhiH
G6958-MONOMER	G6958	P77256	methylglyoxal reductase (NADH-dependent)	YdjG
EG10662-MONOMER	EG10662	P0AB83	endonuclease III	Nth, Endo III
EG11305-MONOMER	EG11305	P0A843	twin arginine protein translocation system - TatE protein	YbeC
G7410-MONOMER	G7410	P41052	membrane-bound lytic murein transglycosylase B	MltB, Slt, Slt35
G7883-MONOMER	G7883	P0AF96	toxin-antitoxin biofilm protein	YjgK, TabA
EG11949-MONOMER	EG11949	P32711	activator of formate-dependent nitrite reductase complex	YjcM, NrfF
MONOMER0-1981	EG10208	P0AED7	<i>N</i>-succinyl-L-diaminopimelate desuccinylase subunit	MsgB, DapE
FECB-MONOMER	EG10287	P15028	ferric citrate ABC transporter - periplasmic binding protein	ferric dicitrate ABC transporter - periplasmic binding protein
PD04032	EG10588	P0A8U6	MetJ transcriptional repressor	MetJ
B1690-MONOMER	G6916	P76197	putative transport protein, major facilitator superfamily	YdiM
G6492-MONOMER	G6492	P0AB10	conserved protein	YmbA
YGJU-MONOMER	EG12732	P0AGE4		YgjU, SstT, SstT DAACS transporter
G6934-MONOMER	G6934	P77529	cystine / cysteine:cation symporter	TcyP, YdjN
EG10609-MONOMER	EG10609	P16926	membrane protein required for maintenance of rod shape	MreC
EG11288-MONOMER	EG11288	P23917		Mak, YajF
G7384-MONOMER	G7384	P76612	predicted protein	YpjB
G7865-MONOMER	G7865	P0A9L3	FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase (rotamase)	YtfC, FklB, FKBP22
EG11925-MONOMER	EG11925	P32688	conserved protein	YjbG
MONOMER0-1563	G0-9562	P0ADB7	bacteriolytic entericidin B lipoprotein	YjeU, EcnB
ERYTHRON4PDEHYDROG-MONOMER	G0-9461	P05459	erythronate-4-phosphate dehydrogenase	PdxB
PD02198	EG10935	P07026	SdiA DNA-binding transcriptional dual regulator	SdiA
B0511-MONOMER	G6280	P75712	putative transporter,  nucleobase:cation symporter-1 (NCS1) family	AllP, YbbW
G6472-MONOMER	G6472	P0AAZ7	conserved protein	YcaR
YEHY-MONOMER	EG12011	P33361	glycine betaine ABC transporter - putative membrane subunit	YehY
G6918-MONOMER	G6918	P0A9U8	predicted enoyl-CoA reductase	YdiO
EG10572-MONOMER	EG10572	P0AEY3	nucleoside triphosphate pyrophosphohydrolase	MazG
EG11252-MONOMER	EG11252	P22524	protein involved in chromosome partitioning	YcbA, KicA, MukE
G7368-MONOMER	G7368	P52132	CP4-57 prophage; predicted protein	YfjQ
G7847-MONOMER	G7847	P0AF78	predicted transcriptional regulator effector protein	YjfJ
EG11906-MONOMER	EG11906	P32670	fused predicted PTS enzyme : HPr component / enzyme I component / enzyme IIA component	FrwA, YijH, PtsA, Enzyme I<sup>Ani</sup>, TTP, triphosphoryl transfer protein
MONOMER0-143	G7303	P77437	hydrogenase 4, component F	HyfF
EG20253-MONOMER	EG20253	P0ACI3	XylR transcriptional dual regulator	XylR
PD00436	EG10133	P23890	CadC DNA-binding transcriptional activator	CadC
ATOD-MONOMER	EG11669	P76458	acetyl-CoA:acetoacetyl-CoA transferase, &alpha; subunit	AtoD
G6452-MONOMER	G6452	P75820	anhydro-N-acetylmuramoyl-L-alanine amidase	YbjR, AmiD
YDDQ-MONOMER	G6779	P77463	YddQ	DdpC
G6899-MONOMER	G6899	P77375	predicted 4Fe-4S ferredoxin-type protein	YdhX
EG10507-MONOMER	EG10507	P24218	DLP12 prophage; predicted integrase	Int, IntD
EG11231-MONOMER	EG11231	P0A7Q1	50S ribosomal subunit protein L35	RpmI, 50S ribosomal subunit protein A, X1 protein
G7350-MONOMER	G7350	P76594	peptidyl-lysine acetyltransferase	PatZ, Pka, YfiQ
G7829-MONOMER	G7829	P39274	predicted acyltransferase with acyl-CoA N-acyltransferase domain	YjdJ
EG11884-MONOMER	EG11884	P25397	tellurite methyltransferase	TehB
MMUM-MONOMER	G6136	Q47690		YagD, MmuM
EG12865-MONOMER	EG12865	P0ACW6	predicted protein	YdcH
PD00291	EG11421	P27111	CynR DNA-binding transcriptional dual regulator	CynR
ASCF-MONOMER	EG10086	P24241	AscF monomer	Sac, AscF
G6435-MONOMER	G6435	P0AEI4	ribosomal protein S12 D88 methylthiotransferase	YliG, RimO
YCFU-MONOMER	G6573	P0ADC3	LolC	YcfU
G6881-MONOMER	G6881	P0A905	outer membrane lipoprotein	SlyB
EG10467-MONOMER	EG10467	P0ACF4	transcriptional dual regulator HU-&beta;, NS1 (HU-1)	DpeA, HopD, DbhB, HupB
EG11202-MONOMER	EG11202	P0ADP0	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	YigB
G7325-MONOMER	G7325	P0A6B7	cysteine desulfurase monomer	NuvC, YzzO, YfhO, IscS
G7776-MONOMER	G7776	P19768	IS150 protein InsA	InsJ
EG11854-MONOMER	EG11854	P0ADQ5	predicted transcriptional regulator	YiiE
METHYLENETHFREDUCT-MONOMER	EG10585	P0AEZ1	5,10-methylenetetrahydrofolate reductase	MetF
EG12717-MONOMER	EG12717	P0A9H1	stationary phase mismatch/uracil DNA glycosylase	YgjF, Mug, dsUDG
PD00219	EG10800	P0ACP7	PurR transcriptional repressor	PurR
AROC-MONOMER	EG10075	P12008	AroC	
G6414-MONOMER	G6414	P75780	putative outer membrane receptor for iron transport	Fiu, YbiL
YADQ-MONOMER	EG12331	P37019		EriC, ClcA, YadQ, ClC-ec1
G6860-MONOMER	G6860	P76177	predicted protein	YdgH
EG10436-MONOMER	EG10436	P0ABC7	regulator of FtsH protease	HslY, HflA, HflK
EG11180-MONOMER	EG11180	P0A742	MscL	YhdC
G7308-MONOMER	G7308	P71229	HyfR DNA-binding transcriptional activator	HyfR
G7746-MONOMER	G7746	P46837	predicted transcriptional accessory protein	YhgF
EG11833-MONOMER	EG11833	P32129	predicted endonuclease	YihG
MANNONDEHYDRAT-MONOMER	EG11066	P24215		UxuA
EG12689-MONOMER	EG12689	P0AB31	predicted lipoprotein	YceK
OROTPDECARB-MONOMER	EG10809	P08244	PyrF	
ARABISOM-MONOMER	EG10052	P08202	L-arabinose isomerase monomer	AraA
G6386-MONOMER	G6386	P75749	putative fimbrial chaperone	YbgP
UXAC-MONOMER	G81	P0A8G3		YgjZ, YgjX, YgjY, UxaC
G6838-MONOMER	G6838	P38105	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	RspB
EG10360-MONOMER	EG10360	P0A6M8	elongation factor G	Fus, Far, FusA, EF-G
EG11157-MONOMER	EG11157	P03813	predicted racemase	YgeA
G7282-MONOMER	G7282	P76552	predicted inner membrane protein	YffU, EutH
G7730-MONOMER	G7730	P64631	predicted protein	YhfU
EG11808-MONOMER	EG11808	P0ACY9	conserved protein regulated by LexA	YebG
MACB	G6462	P75831	MacAB-TolC macrolide efflux transport system - membrane subunit	YbjZ
EG12448-MONOMER	EG12448	P37325	predicted protein	YbcH
O-SUCCHOMOSERLYASE-MONOMER	EG10582	P00935	MetB	
AMPG-MONOMER	EG12183	P0AE16	muropeptide:H<sup>+</sup> symporter	AmpG
G6361-MONOMER	G6361	P0AE78	putative transport protein	YbeX
UGPA-MONOMER	EG11046	P10905	glycerol-3-phosphate ABC transporter - membrane subunit	Ugp, PsiC, PsiB
G6822-MONOMER	G6822	P76156	Qin prophage; predicted protein	YdfO
EG10313-MONOMER	EG10313	P08189	fimbrial morphology	FimF
EG11136-MONOMER	EG11136	P24238	predicted protein	YebB
G7266-MONOMER	G7266	P76536	porphyrinogen peroxidase	YfeX, dye-decolorizing peroxidase
G7712-MONOMER	G7712	P45530	sulfur transfer protein complex, TusB subunit	TusB, YheL
EG11783-MONOMER	EG11783	P32053	CP4-57 prophage; integrase	IntX, IntA, SlpA
LIVF-MONOMER	EG10536	P22731	branched chain amino acid ABC transporter - ATP binding subunit	
EG12410-MONOMER	EG12410	P37128	GDP-mannose hydrolase	YffH, NudK, GDPMK
NUCLEOSIDE-DIP-KIN-MONOMER	EG10650	P0A763	Ndk	
AKBLIG-MONOMER	EG10512	P0AB77	Kbl	
G6335-MONOMER	G6335	P77316	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	YbdR
UDHA-MONOMER	EG11428	P27306	pyridine nucleotide transhydrogenase, soluble	SthA, Sth, UdhA
G6805-MONOMER	G6805	P64461	phospho-AI-2 isomerase	LsrG, YneC
EG10280-MONOMER	EG10280	P10384	long-chain fatty acid outer membrane porin; bacteriophage T2 receptor	Ttr, FadL
EG11119-MONOMER	EG11119	P0AB28	conserved protein	YceD, G30K
G7245-MONOMER	G7245	P77396	predicted ARAC-type regulatory protein	YpdC
G7695-MONOMER	G7695	P64622	predicted outer membrane lipoprotein	YhdV
EG11761-MONOMER	EG11761	P31992	probable 4-oxalocrotonate tautomerase (4-OT) monomer	PptA, YdcE
L-GAMMA-GLUTAMYLCYSTEINE			&gamma;-L-glutamyl-L-cysteine	&gamma;-glutamylcysteine, &gamma;-L-glutamylcysteine, &gamma;-Glu-Cys
EG12386-MONOMER	EG12386	P37338	CsiR DNA-binding transcriptional repressor	CsiR, YgaE, GabC
NIKA-MONOMER	EG12075	P33590	nickel ABC transporter - periplasmic binding protein	NikA, HydD, HydC
ADENYL-KIN-MONOMER	EG10032	P69441	adenylate kinase	PlsA, DnaW, Adk
G6316-MONOMER	G6316	P77460	DLP12 prophage; predicted SAM-dependent methyltransferase	YbcY
TRG-MONOMER	EG11018	P05704		MCP-III, ribose/galactose/glucose chemoreceptor protein, Trg, Trg dimer, chemotaxis signaling protein III
G6783-MONOMER	G6783	P76129	c-di-GMP phosphodiesterase, heme-regulated	PdeO, YddU, Dos, DosP
EG10238-MONOMER	EG10238	P10443	DNA polymerase III, &alpha; subunit	SdgC, PolC, DnaE
EG11096-MONOMER	EG11096	P0ADZ7	YajC	
G7227-MONOMER	G7227	P0AD35	CPS-53 (KpLE1) prophage; predicted defective phage replication protein O	YfdO
G7674-MONOMER	G7674	P45423	conserved protein	YhcG
EG11734-MONOMER	EG11734	P0A9K1	ATP-binding protein	PsiH, PhoH
ISOCITDEH-SUBUNIT	EG10489	P08200	Icd	IcdE, IcdA
EG12360-MONOMER	EG12360	P0ABW3	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	YfaE
NAPHTHOATE-SYN-MONOMER	EG11368	P0ABU0		MenB
ACETYLORNTRANSAM-MONOMER	EG10066	P18335	<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase	Dtu, DapC, ArgD
G6298-MONOMER	G6298	P75718	DLP12 prophage; predicted protein	YbcE, RenD
TNAB-MONOMER	EG11006	P23173		TrpP, TnaP, TnaB, TnaB tryptophan ArAAP transporter
G6760-MONOMER	G6760	P76113	NADPH-dependent curcumin/dihydrocurcumin reductase subunit	YncB, CurA
EG10202-MONOMER	EG10202	P24228	<i>meso</i>-diaminopimelic acid-D-alanyl endopeptidase / D-alanyl-D-alanine carboxypeptidase	DacB, D-alanyl-D-alanine carboxypeptidase, fraction B; penicillin-binding protein 4, PBP4
EG11080-MONOMER	EG11080	P0AEM0	peptidyl-prolyl <i>cis-trans</i> isomerase	YaaD, FkpB, SlpA
G7210-MONOMER	G7210	P77288	predicted fimbrial-like adhesin protein	YfcV
G7653-MONOMER	G7653	P45475	predicted protease	YhbV
EG11712-MONOMER	EG11712	P0ADM4	conserved outer membrane protein	EcfI, YidQ
HYCD-MONOMER	EG10477	P16430	hydrogenase 3, membrane subunit	HevD, HycD, Ant-3, Ant-5
EG12334-MONOMER	EG12334	P37028	vitamin B<sub>12</sub> ABC transporter - periplasmic binding protein	BtuF, YadT
NADH-DHII-MONOMER	EG10649	P00393	NADH:quinone oxidoreductase II	Ndh, NDH-2, NADH dhII, NADH dehydrogenase II, NQR, NADH-quinone reductase
6PGLUCONOLACT-MONOMER	G6397	P52697		Pgl, YbhE
G6276-MONOMER	G6276	P0ACN4	AllR DNA-binding transcriptional repressor	YbbU, AllR
THIE-MONOMER	EG11586	P30137		ThiA, ThiE
G6736-MONOMER	G6736	P76096	regulatory peptide whose translation enables hokB expression	MokB
EG10126-MONOMER	EG10126	P06129	vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB	Cer, Bfe, BtuB
EG11036-MONOMER	EG11036	P0CE47	elongation factor Tu	PulT, KirT, TufA, EF-Tu
G7192-MONOMER	G7192	P67095	phosphodiesterase	YfcE
G7637-MONOMER	G7637	P42913	predicted fimbrial-like adhesin protein	YraH
EG11683-MONOMER	EG11683	P0AGM2	conserved inner membrane protein	YicG
HISTDEHYD-MONOMER	EG10447	P06988	HisD	
EG12311-MONOMER	EG12311	P0C0L9	regulator of iron-sulfur cluster assembly	IscX, YfhJ
MONOMER0-762	G0-8888	A5A621	small protein	YpfM
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	EG11377	P26647	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase	ParF, PlsC
G6253-MONOMER	G6253	P0AAS0	predicted inner membrane protein	YlaC
SUPEROX-DISMUTMN-MONOMER	EG10953	P00448	SodA	
G6714-MONOMER	G6714	P76082	predicted 2,3-dehydroadipyl-CoA hydratase	YdbR, YdbS, PaaF
EG10044-MONOMER	EG10044	P0ADB1	osmotically inducible protein OsmE	Anr, OsmE
EG10997-MONOMER	EG10997	P25522	GTPase, involved in modification of U34 in tRNA	MnmE, TrmE, ThdF
G7175-MONOMER	G7175	P0A8V0	Rbn	Rnz, EcoZ, ZipD, ElaC
G7615-MONOMER	G7615	P42619	predicted quinol oxidase subunit	YqjF
EG11653-MONOMER	EG11653	P27838	frataxin CyaY	CyaY
H2PTERIDINEPYROPHOSPHOKIN-MONOMER	EG11374	P26281		HPPK, FolK
EG12283-MONOMER	EG12283	P37676	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	YiaO
G6227-MONOMER	G6227	P77562	surface exposed outer membrane lipoprotein	YaiW
SPERMACTRAN-MONOMER	G6842	P0A951	SpeG	
G6697-MONOMER	G6697	P0ADI0	Rac prophage; predicted site-specific recombinase	YnaD, PinR
E2O-MONOMER	EG10980	P0AFG6	SucB	E2(o) subunit
EG10951-MONOMER	EG10951	P0AGC7	membrane protein	YtjB, Smp
G7158-MONOMER	G7158	P76469	2-keto-3-deoxy-L-rhamnonate aldolase	YfaU
G7598-MONOMER	G7598	P42591	conserved protein	YgjJ
EG11611-MONOMER	EG11611	P30192	predicted protein	YchG, YchG_2
GPH-MONOMER	EG11871	P32662		YhfE, Gph, HAD10
EG12261-MONOMER	EG12261	P37655	cellulose biosynthesis protein, pseudogene lacking N-terminal amino acids	YhjQ, BcsQ
MONOMER0-4249	G0-10528		IS3 element transposase	
G6198-MONOMER	G6198	P31660	2-methylcitrate synthase	YahS, YzzD, PrpC
SECG	EG12095	P0AG99	SecG	PrlH
G6679-MONOMER	G6679	P76061	Rac prophage; small protein	YdaG, GatA
DPPD-MONOMER	EG12627	P0AAG0	dipeptide ABC transporter - putative ATP binding subunit	DppD
EG10916-MONOMER	EG10916	P0AG63	30S ribosomal subunit protein S17	NeaA, RpsQ
G7132-MONOMER	G7132	P76419	predicted kinase	YegV
G7577-MONOMER	G7577	Q46867	conserved inner membrane protein	YgiZ
EG11579-MONOMER	EG11579	P30176	conserved protein	YbiA
GLYCOGENSYN-MONOMER	EG10377	P0A6U8	glycogen synthase	GlgA
EG12238-MONOMER	EG12238	P37635	predicted protein	YhiS
MONOMER0-4233	G7905	P0CF90	KpLE2 phage-like element; IS30 transposase	InsI-3, Tra8-3
G6180-MONOMER	G6180	P77180	predicted inner membrane protein	YkgH
SAICARSYN-MONOMER	EG10791	P0A7D7	PurC	Ade
G6660-MONOMER	G6660	P0A862	lipid hydroperoxide peroxidase	YzzJ, Tpx, p20, scavengase, scavengase p20, thiol peroxidase
DIHYDROOROTOX-MONOMER	EG10807	P0A7E1	dihydroorotate dehydrogenase, type 2	PyrD
G7106-MONOMER	G7106	P0AAB2		Wzb
EG10903-MONOMER	EG10903	P0A7V8	30S ribosomal subunit protein S4	RamA, RpsD
G7553-MONOMER	G7553	Q46845	disulfide reductase / organic hydroperoxide reductase	YghU, GST N2-2
EG11545-MONOMER	EG11545	P29744	flagellar biosynthesis; hook-filament junction protein	FlaT, FlgL
GLUTATHIONE-SYN-MONOMER	EG10419	P04425	glutathione synthetase monomer	GshB
EG12212-MONOMER	EG12212	P37614	conserved inner membrane protein	YhhL
G6160-MONOMER	G6160	P77263	<i>E. coli</i> common pilus chaperone - cryptic	MatF, YagV, EcpE
RIBOKIN-MONOMER	EG10818	P0A9J6	ribokinase	RbsK
G6638-MONOMER	G6638	P76034	DNA-binding transcriptional regulator	YciT, DeoT
DEOA-MONOMER	EG10219	P07650	DeoA	Ttg, Tpp
G7088-MONOMER	G7088	P76369	predicted DNA-binding transcriptional regulator	YeeY
EG10882-MONOMER	EG10882	P61175	50S ribosomal subunit protein L22	EryB, RplV
G7534-MONOMER	G7534	Q46831	putative transport protein	YqgA
EG11519-MONOMER	EG11519	P0A6Z6	NikR DNA-binding transcriptional repressor, Ni-binding	YhhG, NikR
GLUCARDEHYDRA-MONOMER	G7445	P0AES2	<i>D</i>-glucarate dehydratase	YgcX, GudD
EG12194-MONOMER	EG12194	P63264	chaperone modulator protein CbpM	YccD, CbpM
EG12158-MONOMER	EG12158	P36767	nucleoid-associated protein RdgC	YaiD, RdgC
MONOMER0-2882	G0-10655	C1P612	small protein involved in the cell envelope stress response	YqcG
G6141-MONOMER	G6141	P77596	CP4-6 prophage; D-xylonate dehydratase	YagF
RCSB-MONOMER	EG10821	P69407	RcsB	RscB response regulator
G6621-MONOMER	G6621	P76008	L,D-carboxypeptidase A	YcgQ, LdcA
CYSW-MONOMER	EG10198	P0AEB0	sulfate / thiosulfate ABC transporter - membrane subunit	
G7068-MONOMER	G7068	P0A8A2	conserved protein	YeeN
EG10864-MONOMER	EG10864	P0A7L0	50S ribosomal subunit protein L1	Rpy, RplA
G7517-MONOMER	G7517	P52043		YgfH, ScpC
EG11497-MONOMER	EG11497	P0A8T1	methyltransferase for 50S ribosomal subunit protein L11	YhdI, PrmA, methylase for 50S ribosomal subunit protein L11, methyltransferase of 50S ribosomal subunit protein L11
GLND-MONOMER	EG11411	P27249	PII uridylyltransferase / uridylyl removing enzyme	GlnD, UTase/UR
EG12122-MONOMER	EG12122	P39902	conserved protein	YggI, SprT
MONOMER0-2859	G0-10633	C1P607	toxic peptide IbsA	IbsA
G6122-MONOMER	G6122	Q47685	CP4-6 prophage; predicted DNA repair protein	YkfG
PURK-MONOMER	EG10796	P09029	N5-carboxyaminoimidazole ribonucleotide synthetase monomer	PurK, purE2 peptide, CO2-binding subunit, CO2 subunit, AIR carboxylase
G6604-MONOMER	G6604	P75991	predicted protein	YcgZ
